_time,battery_percent,battery_voltage,humidity,pressure_hpa,rssi,temperature_f
2026-08-25 23:00:27.002903808+00:00,85.6,4.06,24.4,971.0,-42.0,104.4
2026-08-25 23:01:29.060643564+00:00,85.5,4.05,24.5,971.0,-41.0,104.3
2026-08-25 23:02:31.064761007+00:00,83.9,4.04,24.5,971.0,-41.0,104.3
2026-08-25 23:03:33.111652456+00:00,87.1,4.07,24.5,971.0,-41.0,104.3
2026-08-25 23:04:35.132760341+00:00,85.0,4.05,24.5,971.0,-40.0,104.3
2026-08-25 23:05:36.703623410+00:00,84.4,4.04,24.5,970.9,-41.0,104.3
2026-08-25 23:06:38.238589996+00:00,83.4,4.03,24.5,971.0,-42.0,104.3
2026-08-25 23:07:40.444155451+00:00,86.4,4.06,24.5,971.0,-42.0,104.3
2026-08-25 23:08:42.997246378+00:00,85.9,4.06,24.5,970.9,-41.0,104.3
2026-08-25 23:09:44.564316305+00:00,86.0,4.06,24.5,970.9,-41.0,104.3
2026-08-25 23:10:46.646295684+00:00,85.4,4.05,24.5,971.0,-41.0,104.3
2026-08-25 23:12:49.738233858+00:00,83.9,4.04,24.5,971.1,-42.0,104.3
2026-08-25 23:13:51.756861529+00:00,84.2,4.04,24.5,971.1,-41.0,104.3
2026-08-25 23:14:53.311902779+00:00,85.7,4.06,24.5,971.1,-41.0,104.3
2026-08-25 23:15:54.918464341+00:00,83.7,4.04,24.5,971.1,-41.0,104.3
2026-08-25 23:16:56.948940614+00:00,83.9,4.04,24.4,971.1,-43.0,104.3
2026-08-25 23:17:58.999292597+00:00,83.8,4.04,24.4,971.1,-42.0,104.3
2026-08-25 23:19:00.546306546+00:00,88.1,4.08,24.4,971.0,-41.0,104.3
2026-08-25 23:20:02.549824150+00:00,86.1,4.06,24.4,971.0,-40.0,104.3
2026-08-25 23:21:04.108474842+00:00,84.5,4.05,24.4,971.0,-41.0,104.3
2026-08-25 23:22:05.676746652+00:00,84.3,4.04,24.4,971.0,-40.0,104.3
2026-08-25 23:23:07.744831483+00:00,83.7,4.04,24.4,971.0,-41.0,104.3
2026-08-25 23:24:09.346481080+00:00,83.5,4.04,24.4,971.0,-40.0,104.3
2026-08-25 23:25:10.933924872+00:00,83.9,4.04,24.4,971.0,-41.0,104.3
2026-08-25 23:26:13.138872307+00:00,87.8,4.08,24.4,971.1,-41.0,104.3
2026-08-25 23:27:15.149504901+00:00,87.8,4.08,24.4,971.0,-41.0,104.3
2026-08-25 23:28:17.197574148+00:00,83.8,4.04,24.4,971.1,-41.0,104.3
2026-08-25 23:29:18.799018747+00:00,85.8,4.06,24.5,971.1,-41.0,104.3
2026-08-25 23:30:20.389310309+00:00,83.9,4.04,24.5,971.1,-44.0,104.3
2026-08-25 23:32:33.472245835+00:00,80.8,4.01,24.4,971.1,-42.0,104.3
2026-08-25 23:33:35.030170501+00:00,84.8,4.05,24.5,971.1,-41.0,104.3
2026-08-25 23:34:37.089849425+00:00,83.6,4.04,24.5,971.1,-40.0,104.3
2026-08-25 23:35:39.189095512+00:00,83.6,4.04,24.5,971.1,-43.0,104.3
2026-08-25 23:36:41.289028513+00:00,84.1,4.04,24.5,971.1,-43.0,104.3
2026-08-25 23:37:43.318834853+00:00,83.9,4.04,24.5,971.1,-43.0,104.3
2026-08-25 23:38:45.325475859+00:00,83.8,4.04,24.5,971.1,-42.0,104.3
2026-08-25 23:39:46.839410570+00:00,83.7,4.04,24.6,971.1,-40.0,104.3
2026-08-25 23:40:48.342853576+00:00,84.0,4.04,24.5,971.1,-40.0,104.3
2026-08-25 23:41:50.444357189+00:00,84.9,4.05,24.5,971.1,-40.0,104.3
2026-08-25 23:42:51.992767726+00:00,84.9,4.05,24.6,971.0,-40.0,104.3
2026-08-25 23:43:54.024129063+00:00,85.9,4.06,24.6,971.1,-40.0,104.3
2026-08-25 23:44:56.083727410+00:00,82.9,4.03,24.6,971.1,-40.0,104.3
2026-08-25 23:45:57.635600047+00:00,85.7,4.06,24.6,971.1,-40.0,104.3
2026-08-25 23:46:59.205790520+00:00,85.5,4.05,24.6,971.1,-41.0,104.3
2026-08-25 23:48:00.832025632+00:00,78.0,3.99,24.6,971.1,-40.0,104.2
2026-08-25 23:49:02.400255133+00:00,84.0,4.04,24.7,971.2,-41.0,104.2
2026-08-25 23:50:03.998390349+00:00,85.0,4.05,24.7,971.2,-41.0,104.2
2026-08-25 23:51:05.555442989+00:00,85.4,4.05,24.7,971.2,-41.0,104.2
2026-08-25 23:52:07.102239318+00:00,83.6,4.04,24.7,971.2,-42.0,104.2
2026-08-25 23:53:08.593432956+00:00,83.4,4.03,24.7,971.2,-42.0,104.2
2026-08-25 23:54:10.092111031+00:00,86.2,4.06,24.7,971.2,-40.0,104.1
2026-08-25 23:56:23.212557809+00:00,85.1,4.05,24.8,971.3,-41.0,104.1
2026-08-25 23:57:24.759001369+00:00,83.2,4.03,24.8,971.2,-42.0,104.1
2026-08-25 23:58:26.685005473+00:00,80.9,4.01,24.8,971.2,-42.0,104.0
2026-08-25 23:59:28.717468942+00:00,84.2,4.04,24.8,971.2,-41.0,104.0
2026-08-26 00:00:30.911578624+00:00,87.5,4.07,24.9,971.2,-41.0,104.0
2026-08-26 00:01:32.955097632+00:00,83.0,4.03,24.9,971.2,-41.0,103.9
2026-08-26 00:02:34.458450182+00:00,83.4,4.03,25.0,971.2,-43.0,103.9
2026-08-26 00:03:36.455448742+00:00,82.8,4.03,24.9,971.3,-41.0,103.9
2026-08-26 00:04:39.430257656+00:00,83.7,4.04,25.0,971.3,-41.0,103.8
2026-08-26 00:05:41.026436282+00:00,83.3,4.03,25.0,971.3,-44.0,103.8
2026-08-26 00:06:43.127537418+00:00,83.5,4.04,25.0,971.3,-42.0,103.7
2026-08-26 00:07:44.674368618+00:00,82.1,4.02,25.0,971.3,-41.0,103.7
2026-08-26 00:08:46.800681461+00:00,87.8,4.08,25.0,971.4,-42.0,103.7
2026-08-26 00:09:48.805429976+00:00,83.1,4.03,25.0,971.3,-40.0,103.7
2026-08-26 00:10:50.356250452+00:00,83.3,4.03,25.1,971.3,-41.0,103.6
2026-08-26 00:11:51.871073454+00:00,82.8,4.03,25.1,971.3,-41.0,103.6
2026-08-26 00:12:53.970406822+00:00,83.6,4.04,25.1,971.3,-41.0,103.5
2026-08-26 00:13:56.009907176+00:00,84.3,4.04,25.2,971.4,-41.0,103.5
2026-08-26 00:14:57.582493533+00:00,87.7,4.08,25.3,971.3,-41.0,103.5
2026-08-26 00:15:59.147965245+00:00,85.4,4.05,25.3,971.3,-41.0,103.4
2026-08-26 00:17:01.217781931+00:00,84.7,4.05,25.3,971.3,-40.0,103.4
2026-08-26 00:18:02.784877172+00:00,84.1,4.04,25.3,971.4,-40.0,103.4
2026-08-26 00:19:04.971547796+00:00,86.3,4.06,25.3,971.3,-41.0,103.3
2026-08-26 00:20:06.563645896+00:00,80.9,4.01,25.3,971.3,-42.0,103.3
2026-08-26 00:21:08.058659783+00:00,87.0,4.07,25.3,971.3,-41.0,103.2
2026-08-26 00:22:10.824843004+00:00,85.4,4.05,25.3,971.3,-42.0,103.2
2026-08-26 00:23:12.446968858+00:00,84.1,4.04,25.4,971.3,-41.0,103.2
2026-08-26 00:24:14.045305586+00:00,84.6,4.05,25.5,971.4,-41.0,103.1
2026-08-26 00:25:15.625564757+00:00,83.5,4.04,25.4,971.4,-41.0,103.1
2026-08-26 00:26:17.682439296+00:00,84.3,4.04,25.5,971.3,-40.0,103.0
2026-08-26 00:27:19.786289750+00:00,85.4,4.05,25.4,971.4,-40.0,103.0
2026-08-26 00:28:21.835922124+00:00,87.4,4.07,25.5,971.4,-40.0,103.0
2026-08-26 00:29:23.381195197+00:00,83.7,4.04,25.5,971.4,-41.0,102.9
2026-08-26 00:30:24.899075709+00:00,80.7,4.01,25.5,971.4,-41.0,102.9
2026-08-26 00:31:26.454638155+00:00,86.4,4.06,25.5,971.4,-40.0,102.8
2026-08-26 00:32:28.019306049+00:00,84.3,4.04,25.7,971.4,-40.0,102.8
2026-08-26 00:33:30.634744229+00:00,83.4,4.03,25.6,971.3,-41.0,102.8
2026-08-26 00:34:32.196305996+00:00,83.1,4.03,25.7,971.4,-40.0,102.7
2026-08-26 00:35:33.767416227+00:00,87.1,4.07,25.7,971.4,-40.0,102.7
2026-08-26 00:36:36.495644250+00:00,85.8,4.06,25.8,971.4,-41.0,102.7
2026-08-26 00:37:38.050562424+00:00,83.4,4.03,25.9,971.4,-41.0,102.6
2026-08-26 00:38:39.650712122+00:00,86.9,4.07,25.7,971.4,-42.0,102.6
2026-08-26 00:39:41.654016286+00:00,83.1,4.03,25.8,971.4,-42.0,102.5
2026-08-26 00:40:43.221729553+00:00,84.7,4.05,25.7,971.4,-41.0,102.5
2026-08-26 00:41:44.728019633+00:00,86.6,4.07,25.9,971.4,-41.0,102.5
2026-08-26 00:42:46.783489058+00:00,83.7,4.04,25.9,971.4,-41.0,102.4
2026-08-26 00:43:48.314708351+00:00,83.3,4.03,25.7,971.4,-40.0,102.4
2026-08-26 00:44:50.443272967+00:00,85.6,4.06,25.7,971.5,-43.0,102.4
2026-08-26 00:45:51.964794038+00:00,87.1,4.07,25.8,971.4,-40.0,102.3
2026-08-26 00:46:54.047027500+00:00,86.6,4.07,25.9,971.5,-43.0,102.3
2026-08-26 00:47:56.139574115+00:00,83.2,4.03,25.8,971.5,-41.0,102.3
2026-08-26 00:48:58.176562416+00:00,86.0,4.06,26.1,971.4,-41.0,102.2
2026-08-26 00:50:00.205140345+00:00,87.4,4.07,26.1,971.5,-41.0,102.2
2026-08-26 00:52:13.327485212+00:00,83.9,4.04,25.8,971.4,-41.0,102.1
2026-08-26 00:53:15.403163364+00:00,83.3,4.03,25.9,971.4,-41.0,102.1
2026-08-26 00:54:17.400231308+00:00,85.7,4.06,26.0,971.4,-41.0,102.0
2026-08-26 00:55:19.492037506+00:00,83.6,4.04,26.2,971.4,-44.0,102.0
2026-08-26 00:56:21.277679439+00:00,82.8,4.03,26.2,971.4,-41.0,102.0
2026-08-26 00:57:23.364881871+00:00,84.3,4.04,26.0,971.4,-42.0,101.9
2026-08-26 00:58:25.430459902+00:00,86.6,4.07,26.1,971.4,-41.0,101.9
2026-08-26 00:59:27.473275418+00:00,84.6,4.05,26.3,971.4,-41.0,101.9
2026-08-26 01:00:29.478060609+00:00,83.0,4.03,26.1,971.4,-44.0,101.8
2026-08-26 01:01:31.052134273+00:00,87.3,4.07,26.2,971.4,-41.0,101.8
2026-08-26 01:02:32.596822424+00:00,83.0,4.03,26.1,971.4,-44.0,101.8
2026-08-26 01:03:34.113430996+00:00,83.2,4.03,26.2,971.4,-41.0,101.7
2026-08-26 01:04:35.683457181+00:00,85.2,4.05,26.1,971.4,-41.0,101.7
2026-08-26 01:05:37.227100317+00:00,83.1,4.03,26.3,971.4,-41.0,101.7
2026-08-26 01:06:39.253554401+00:00,81.8,4.02,26.5,971.4,-41.0,101.6
2026-08-26 01:07:41.348383912+00:00,83.2,4.03,26.5,971.4,-41.0,101.6
2026-08-26 01:08:43.340485481+00:00,84.5,4.05,26.5,971.4,-41.0,101.6
2026-08-26 01:09:44.910415654+00:00,82.3,4.02,26.5,971.4,-41.0,101.5
2026-08-26 01:10:46.471256146+00:00,86.9,4.07,26.5,971.4,-41.0,101.5
2026-08-26 01:11:48.099525553+00:00,82.8,4.03,26.4,971.4,-41.0,101.4
2026-08-26 01:12:49.648159130+00:00,82.5,4.03,26.6,971.4,-41.0,101.4
2026-08-26 01:13:52.244398309+00:00,83.5,4.03,26.6,971.4,-43.0,101.4
2026-08-26 01:14:54.305493143+00:00,83.9,4.04,28.2,971.4,-41.0,101.2
2026-08-26 01:15:55.801033606+00:00,83.7,4.04,30.7,971.4,-39.0,100.6
2026-08-26 01:16:57.299640496+00:00,84.6,4.05,30.5,971.4,-39.0,100.5
2026-08-26 01:17:58.849254556+00:00,82.9,4.03,30.0,971.4,-40.0,100.5
2026-08-26 01:19:01.190714817+00:00,86.0,4.06,30.3,971.4,-39.0,100.4
2026-08-26 01:20:03.273496045+00:00,82.9,4.03,30.0,971.4,-39.0,100.4
2026-08-26 01:21:05.339272791+00:00,84.8,4.05,30.1,971.4,-39.0,100.4
2026-08-26 01:22:07.410637389+00:00,83.6,4.04,30.0,971.3,-39.0,100.4
2026-08-26 01:23:08.939075491+00:00,83.4,4.03,30.2,971.3,-39.0,100.3
2026-08-26 01:24:10.667225488+00:00,82.9,4.03,30.2,971.3,-40.0,100.3
2026-08-26 01:25:12.266707676+00:00,87.2,4.07,30.8,971.3,-38.0,100.3
2026-08-26 01:26:14.317582218+00:00,87.0,4.07,31.3,971.4,-38.0,100.1
2026-08-26 01:27:16.364273879+00:00,87.7,4.08,31.9,971.3,-38.0,100.0
2026-08-26 01:28:18.379124516+00:00,84.7,4.05,32.3,971.4,-38.0,99.8
2026-08-26 01:29:21.133215271+00:00,85.5,4.06,32.4,971.4,-39.0,99.6
2026-08-26 01:30:24.051864125+00:00,81.7,4.02,33.0,971.4,-38.0,99.5
2026-08-26 01:31:26.857831330+00:00,83.1,4.03,32.6,971.4,-41.0,99.5
2026-08-26 01:32:28.516774347+00:00,87.1,4.07,32.8,971.4,-39.0,99.4
2026-08-26 01:33:30.094051020+00:00,82.3,4.02,32.0,971.4,-39.0,99.5
2026-08-26 01:35:42.695352550+00:00,85.4,4.05,32.2,971.4,-39.0,99.7
2026-08-26 01:36:44.725200077+00:00,86.3,4.06,32.0,971.4,-39.0,99.8
2026-08-26 01:37:46.299517185+00:00,82.4,4.02,31.7,971.4,-39.0,100.0
2026-08-26 01:38:48.245589831+00:00,82.4,4.02,31.6,971.4,-39.0,100.1
2026-08-26 01:39:49.771386784+00:00,86.2,4.06,31.5,971.4,-39.0,100.1
2026-08-26 01:40:51.354125547+00:00,81.9,4.02,31.2,971.4,-40.0,100.2
2026-08-26 01:41:53.403518162+00:00,83.6,4.04,31.2,971.4,-39.0,100.3
2026-08-26 01:42:54.929134569+00:00,85.4,4.05,31.0,971.3,-39.0,100.3
2026-08-26 01:43:56.968700991+00:00,86.4,4.06,30.8,971.4,-39.0,100.4
2026-08-26 01:44:58.525287752+00:00,83.5,4.03,30.8,971.4,-39.0,100.4
2026-08-26 01:46:00.473567046+00:00,84.1,4.04,30.6,971.3,-40.0,100.5
2026-08-26 01:47:01.985356849+00:00,83.4,4.03,30.7,971.4,-39.0,100.5
2026-08-26 01:48:05.197325554+00:00,87.1,4.07,30.6,971.4,-39.0,100.5
2026-08-26 01:49:07.266749163+00:00,85.1,4.05,30.4,971.4,-39.0,100.5
2026-08-26 01:50:10.056130426+00:00,86.3,4.06,30.4,971.4,-39.0,100.5
2026-08-26 01:52:23.184741806+00:00,82.1,4.02,30.3,971.5,-39.0,100.6
2026-08-26 01:53:24.680550363+00:00,82.1,4.02,30.3,971.5,-40.0,100.6
2026-08-26 01:54:26.755844872+00:00,85.4,4.05,30.2,971.5,-39.0,100.6
2026-08-26 01:55:28.796385416+00:00,85.6,4.06,30.2,971.4,-40.0,100.6
2026-08-26 01:56:30.839138700+00:00,86.6,4.07,30.0,971.4,-39.0,100.6
2026-08-26 01:57:32.407027654+00:00,82.3,4.02,30.0,971.4,-39.0,100.6
2026-08-26 01:58:34.431363203+00:00,82.4,4.02,30.0,971.4,-39.0,100.7
2026-08-26 01:59:36.451240653+00:00,84.2,4.04,30.0,971.4,-39.0,100.7
2026-08-26 02:00:38.490233251+00:00,84.1,4.04,30.0,971.4,-41.0,100.7
2026-08-26 02:01:40.550966203+00:00,84.5,4.05,29.9,971.4,-39.0,100.7
2026-08-26 02:02:42.102454127+00:00,84.0,4.04,29.9,971.4,-39.0,100.7
2026-08-26 02:03:44.105665953+00:00,83.1,4.03,29.8,971.4,-40.0,100.6
2026-08-26 02:04:45.651364399+00:00,84.0,4.04,29.8,971.4,-39.0,100.6
2026-08-26 02:05:47.701491738+00:00,86.4,4.06,29.7,971.4,-39.0,100.7
2026-08-26 02:06:49.755413832+00:00,86.4,4.06,29.7,971.4,-39.0,100.6
2026-08-26 02:07:51.819064810+00:00,83.4,4.03,29.7,971.4,-39.0,100.6
2026-08-26 02:08:53.869268349+00:00,87.1,4.07,29.7,971.4,-39.0,100.6
2026-08-26 02:09:55.413587967+00:00,86.5,4.06,29.6,971.4,-41.0,100.6
2026-08-26 02:10:58.013835816+00:00,83.8,4.04,29.6,971.4,-40.0,100.6
2026-08-26 02:12:00.068535170+00:00,82.6,4.03,29.6,971.4,-39.0,100.6
2026-08-26 02:13:03.111427990+00:00,82.2,4.02,29.6,971.4,-39.0,100.6
2026-08-26 02:14:05.223167879+00:00,85.0,4.05,29.6,971.4,-39.0,100.6
2026-08-26 02:15:07.661825761+00:00,85.3,4.05,29.6,971.4,-39.0,100.6
2026-08-26 02:16:09.186867572+00:00,83.2,4.03,29.5,971.5,-39.0,100.6
2026-08-26 02:17:10.718863912+00:00,86.8,4.07,29.5,971.5,-39.0,100.6
2026-08-26 02:18:12.784932228+00:00,82.8,4.03,29.5,971.5,-40.0,100.6
2026-08-26 02:19:14.831358916+00:00,83.0,4.03,29.5,971.5,-39.0,100.5
2026-08-26 02:20:16.812989282+00:00,83.9,4.04,29.5,971.5,-39.0,100.5
2026-08-26 02:21:18.870303121+00:00,82.9,4.03,29.5,971.6,-39.0,100.5
2026-08-26 02:22:20.915203405+00:00,87.1,4.07,29.4,971.5,-39.0,100.5
2026-08-26 02:23:22.981949610+00:00,84.1,4.04,29.5,971.6,-39.0,100.5
2026-08-26 02:24:25.054688033+00:00,82.3,4.02,29.5,971.5,-44.0,100.5
2026-08-26 02:25:26.579488469+00:00,84.4,4.04,29.5,971.5,-39.0,100.4
2026-08-26 02:26:28.587693617+00:00,83.1,4.03,29.5,971.5,-39.0,100.4
2026-08-26 02:27:30.119538538+00:00,85.2,4.05,29.5,971.5,-43.0,100.4
2026-08-26 02:28:31.634892364+00:00,85.2,4.05,29.5,971.5,-39.0,100.4
2026-08-26 02:29:33.219151302+00:00,81.9,4.02,29.4,971.5,-39.0,100.4
2026-08-26 02:30:34.724251331+00:00,85.7,4.06,29.5,971.5,-40.0,100.4
2026-08-26 02:31:36.765306540+00:00,84.1,4.04,29.4,971.5,-40.0,100.4
2026-08-26 02:32:38.301211932+00:00,86.0,4.06,29.4,971.5,-39.0,100.3
2026-08-26 02:33:40.365261199+00:00,86.0,4.06,29.5,971.5,-40.0,100.4
2026-08-26 02:35:53.013213091+00:00,86.0,4.06,29.4,971.5,-39.0,100.3
2026-08-26 02:36:55.027850888+00:00,82.4,4.02,29.5,971.6,-39.0,100.3
2026-08-26 02:37:56.986598140+00:00,81.3,4.01,29.5,971.6,-39.0,100.3
2026-08-26 02:38:58.533398675+00:00,85.8,4.06,29.5,971.6,-39.0,100.2
2026-08-26 02:40:00.686302078+00:00,81.6,4.02,29.5,971.6,-39.0,100.2
2026-08-26 02:41:03.168875114+00:00,80.4,4.0,29.4,971.7,-39.0,100.2
2026-08-26 02:42:04.751254562+00:00,82.3,4.02,29.5,971.7,-40.0,100.2
2026-08-26 02:43:06.804323218+00:00,82.7,4.03,29.5,971.7,-40.0,100.2
2026-08-26 02:44:08.339983833+00:00,85.0,4.05,29.5,971.7,-39.0,100.2
2026-08-26 02:45:10.461143587+00:00,81.2,4.01,29.5,971.7,-41.0,100.2
2026-08-26 02:47:23.104409982+00:00,84.1,4.04,29.5,971.8,-39.0,100.1
2026-08-26 02:48:25.163567307+00:00,82.4,4.02,29.6,971.8,-39.0,100.1
2026-08-26 02:49:27.210838257+00:00,81.0,4.01,29.6,971.7,-41.0,100.1
2026-08-26 02:50:28.772673927+00:00,85.9,4.06,29.5,971.8,-41.0,100.1
2026-08-26 02:51:30.798160035+00:00,85.3,4.05,29.5,971.7,-40.0,100.1
2026-08-26 02:52:32.794304267+00:00,83.6,4.04,29.5,971.7,-40.0,100.0
2026-08-26 02:53:34.333591982+00:00,82.1,4.02,29.6,971.7,-40.0,100.0
2026-08-26 02:54:35.879626010+00:00,82.8,4.03,29.6,971.7,-41.0,100.0
2026-08-26 02:55:37.426161358+00:00,82.5,4.02,29.6,971.8,-40.0,100.0
2026-08-26 02:56:39.618143443+00:00,84.6,4.05,29.7,971.8,-40.0,99.9
2026-08-26 02:57:41.183002120+00:00,82.3,4.02,29.7,971.8,-40.0,99.9
2026-08-26 02:58:43.222388924+00:00,82.1,4.02,29.6,971.8,-40.0,99.9
2026-08-26 02:59:45.313130740+00:00,84.6,4.05,29.6,971.8,-40.0,99.9
2026-08-26 03:00:46.819290822+00:00,85.6,4.06,29.6,971.9,-41.0,99.9
2026-08-26 03:01:49.594155798+00:00,85.7,4.06,29.6,971.9,-40.0,99.9
2026-08-26 03:02:51.148340776+00:00,82.4,4.02,29.7,971.9,-41.0,99.9
2026-08-26 03:03:52.702634342+00:00,85.0,4.05,29.7,971.9,-41.0,99.8
2026-08-26 03:04:54.725510527+00:00,86.2,4.06,29.6,971.8,-40.0,99.8
2026-08-26 03:05:56.751943506+00:00,86.9,4.07,29.7,971.9,-40.0,99.8
2026-08-26 03:06:58.800887503+00:00,82.2,4.02,29.7,971.9,-40.0,99.8
2026-08-26 03:08:00.873383541+00:00,81.6,4.02,29.7,971.9,-40.0,99.7
2026-08-26 03:09:02.477098600+00:00,85.7,4.06,29.6,971.9,-40.0,99.7
2026-08-26 03:10:06.498351508+00:00,86.9,4.07,29.7,971.9,-41.0,99.7
2026-08-26 03:11:08.137329061+00:00,81.4,4.01,29.7,971.9,-40.0,99.7
2026-08-26 03:12:10.778248284+00:00,85.8,4.06,29.8,971.9,-41.0,99.7
2026-08-26 03:13:12.278425868+00:00,82.5,4.02,29.7,972.0,-39.0,99.6
2026-08-26 03:14:14.281545502+00:00,84.6,4.05,29.7,972.0,-40.0,99.6
2026-08-26 03:15:16.353166397+00:00,84.9,4.05,29.7,972.0,-40.0,99.6
2026-08-26 03:16:18.786521492+00:00,82.4,4.02,29.7,972.0,-43.0,99.6
2026-08-26 03:17:20.341244921+00:00,82.1,4.02,29.7,972.0,-41.0,99.6
2026-08-26 03:19:32.951732891+00:00,84.5,4.04,29.7,972.0,-40.0,99.5
2026-08-26 03:20:34.977234598+00:00,82.9,4.03,29.7,972.0,-42.0,99.5
2026-08-26 03:21:36.486959417+00:00,81.6,4.02,29.7,972.1,-42.0,99.5
2026-08-26 03:22:38.496024303+00:00,83.1,4.03,29.7,972.1,-43.0,99.5
2026-08-26 03:23:40.959033752+00:00,85.7,4.06,29.7,972.1,-40.0,99.4
2026-08-26 03:24:42.503523767+00:00,84.2,4.04,29.8,972.1,-40.0,99.4
2026-08-26 03:25:44.963169706+00:00,79.4,4.0,29.7,972.1,-44.0,99.4
2026-08-26 03:26:46.984418592+00:00,86.5,4.07,29.8,972.1,-41.0,99.4
2026-08-26 03:27:48.566714036+00:00,82.3,4.02,29.8,972.1,-40.0,99.4
2026-08-26 03:28:50.567028043+00:00,77.0,3.98,29.7,972.1,-41.0,99.4
2026-08-26 03:29:52.091101607+00:00,83.7,4.04,29.7,972.1,-40.0,99.3
2026-08-26 03:30:53.585939334+00:00,83.5,4.03,29.7,972.1,-41.0,99.3
2026-08-26 03:31:55.622434083+00:00,82.5,4.02,29.7,972.1,-41.0,99.3
2026-08-26 03:32:57.665775942+00:00,81.8,4.02,29.7,972.1,-40.0,99.2
2026-08-26 03:33:59.714339408+00:00,81.8,4.02,29.7,972.1,-41.0,99.2
2026-08-26 03:35:02.236977063+00:00,83.0,4.03,29.7,972.1,-40.0,99.2
2026-08-26 03:36:04.264172255+00:00,86.2,4.06,29.7,972.1,-40.0,99.2
2026-08-26 03:37:06.353478379+00:00,82.5,4.03,29.8,972.1,-41.0,99.1
2026-08-26 03:38:08.304010329+00:00,83.2,4.03,29.7,972.1,-41.0,99.1
2026-08-26 03:39:10.302387901+00:00,85.5,4.05,29.7,972.1,-40.0,99.1
2026-08-26 03:41:23.582415121+00:00,85.4,4.05,29.7,972.1,-41.0,99.1
2026-08-26 03:42:25.568168113+00:00,85.9,4.06,29.7,972.1,-40.0,99.1
2026-08-26 03:43:27.161294633+00:00,86.2,4.06,29.7,972.2,-40.0,99.0
2026-08-26 03:44:29.163474504+00:00,83.7,4.04,29.6,972.2,-40.0,99.0
2026-08-26 03:45:31.198141287+00:00,82.2,4.02,29.6,972.2,-41.0,99.0
2026-08-26 03:46:33.254941821+00:00,82.1,4.02,29.6,972.2,-40.0,98.9
2026-08-26 03:47:35.712851863+00:00,83.0,4.03,29.6,972.2,-42.0,98.9
2026-08-26 03:48:37.774194913+00:00,81.0,4.01,29.6,972.3,-41.0,98.9
2026-08-26 03:49:39.297525207+00:00,82.3,4.02,29.5,972.3,-40.0,98.9
2026-08-26 03:50:40.814112608+00:00,82.1,4.02,29.5,972.4,-40.0,98.8
2026-08-26 03:51:42.722479325+00:00,87.0,4.07,29.6,972.4,-40.0,98.8
2026-08-26 03:52:44.752381757+00:00,86.5,4.07,29.5,972.5,-41.0,98.8
2026-08-26 03:53:47.426395955+00:00,85.3,4.05,29.5,972.5,-41.0,98.8
2026-08-26 03:54:49.491012467+00:00,81.8,4.02,29.5,972.5,-41.0,98.8
2026-08-26 03:55:51.019874766+00:00,82.2,4.02,29.5,972.6,-40.0,98.7
2026-08-26 03:56:52.569353035+00:00,83.5,4.04,29.5,972.6,-40.0,98.7
2026-08-26 03:57:54.630840673+00:00,86.1,4.06,29.5,972.6,-40.0,98.7
2026-08-26 03:58:56.203103689+00:00,77.3,3.98,29.5,972.6,-40.0,98.7
2026-08-26 03:59:58.275457882+00:00,82.1,4.02,29.5,972.6,-41.0,98.6
2026-08-26 04:01:00.486967143+00:00,86.5,4.06,29.5,972.6,-40.0,98.6
2026-08-26 04:03:13.041950693+00:00,81.9,4.02,29.5,972.6,-40.0,98.6
2026-08-26 04:04:15.096735401+00:00,81.9,4.02,29.5,972.6,-41.0,98.5
2026-08-26 04:05:17.160494444+00:00,82.9,4.03,29.4,972.6,-40.0,98.5
2026-08-26 04:06:18.707621073+00:00,81.6,4.02,29.5,972.6,-40.0,98.5
2026-08-26 04:07:20.796478952+00:00,83.0,4.03,29.5,972.7,-40.0,98.5
2026-08-26 04:08:22.354447137+00:00,85.4,4.05,29.4,972.7,-40.0,98.4
2026-08-26 04:09:24.437393756+00:00,81.9,4.02,29.4,972.7,-41.0,98.4
2026-08-26 04:10:26.472150567+00:00,81.3,4.01,29.4,972.7,-43.0,98.4
2026-08-26 04:11:30.765208416+00:00,84.2,4.04,29.4,972.7,-40.0,98.4
2026-08-26 04:12:32.336791357+00:00,83.5,4.03,29.3,972.7,-40.0,98.3
2026-08-26 04:13:34.377922740+00:00,85.4,4.05,29.3,972.7,-41.0,98.3
2026-08-26 04:14:35.935572848+00:00,81.4,4.01,29.4,972.8,-40.0,98.3
2026-08-26 04:15:37.998430109+00:00,83.4,4.03,29.4,972.7,-40.0,98.3
2026-08-26 04:16:40.037294363+00:00,81.8,4.02,29.3,972.8,-41.0,98.3
2026-08-26 04:17:42.036626427+00:00,81.6,4.02,29.4,972.8,-42.0,98.2
2026-08-26 04:18:44.131293981+00:00,86.6,4.07,29.4,972.8,-41.0,98.2
2026-08-26 04:19:45.710026137+00:00,87.0,4.07,29.4,972.9,-40.0,98.2
2026-08-26 04:20:47.263363105+00:00,86.8,4.07,29.4,973.1,-40.0,98.2
2026-08-26 04:21:48.860274937+00:00,87.1,4.07,29.4,973.1,-40.0,98.1
2026-08-26 04:22:50.398306277+00:00,86.0,4.06,29.4,973.2,-40.0,98.1
2026-08-26 04:25:03.651849434+00:00,86.2,4.06,29.4,973.2,-41.0,98.1
2026-08-26 04:26:06.208637191+00:00,86.7,4.07,29.4,973.2,-40.0,98.1
